lhs	op	rhs	block	group	label	est	se	z	pvalue	std.lv	std.all	std.nox
QualEngag	~	credit_dose_c	1	1	W3__a2c_g1	-0.143722565303601	0.0807186626453985	-1.78053699842603	0.0749881199157398	-0.145731531292466	-0.268286043019904	-0.145731531292466
QualEngag	~	XZ_c	1	1	W3__a2z_g1	0.0830731411592935	0.0834081057725409	0.995984028049254	0.319257905648833	0.0842343444458105	0.11707137900874	0.0842343444458105
QualEngag	~	cohort	1	1	W3__g2_g1	0.0186845303060125	0.0447668404225553	0.417374336219594	0.676404623446972	0.0189457042269163	0.00946730522978457	0.0189457042269163
QualEngag	~	hgrades_c	1	1		0.0148173462229697	0.0233829857895581	0.633680675185055	0.526289239069558	0.0150244643226523	0.0144679803924377	0.0150244643226523
QualEngag	~	bparented_c	1	1		0.00164488386166316	0.0226097366613119	0.0727511286974768	0.942004161492006	0.00166787618528843	0.00161331291441238	0.00166787618528843
QualEngag	~	hapcl	1	1		0.0396791147658172	0.0531348043493253	0.746763166849246	0.455206532788786	0.0402337527369974	0.0169989539203255	0.0402337527369974
QualEngag	~	hprecalc13	1	1		0.129032038535999	0.0486231733267341	2.65371487930128	0.00796110640824144	0.130835659118092	0.0598572275551313	0.130835659118092
QualEngag	~	hchallenge_c	1	1		-0.0243194558461231	0.0176042431544379	-1.38145421150879	0.167139347218219	-0.0246593952255752	-0.0307791291712029	-0.0246593952255752
QualEngag	~	cSFcareer_c	1	1		-0.046606170154279	0.0281570137802515	-1.65522418385742	0.0978790313464237	-0.0472576350826528	-0.0381904237212626	-0.0472576350826528
DevAdj	~	x_FASt	1	1	W3__c_g1	-0.00916178285525841	0.042750125504211	-0.2143100808992	0.830305257242175	-0.0321562761989192	-0.016026892892364	-0.0321562761989192
DevAdj	~	credit_dose_c	1	1	W3__cc_g1	0.0380029156203415	0.0292007022202904	1.30143841520136	0.193108431616772	0.133383673282601	0.2455541199017	0.133383673282601
DevAdj	~	XZ_c	1	1	W3__cz_g1	-0.0351017882824566	0.0302686660486903	-1.15967410740836	0.246181515997905	-0.123201217155984	-0.17122868923477	-0.123201217155984
DevAdj	~	EmoDiss	1	1	W3__b1_g1	-0.167827569641025	0.0124504112542283	-13.4796808084576	0	-0.568502689119634	-0.568502689119634	-0.568502689119634
DevAdj	~	QualEngag	1	1	W3__b2_g1	0.158062917455751	0.0112671267425397	14.0286801655452	0	0.54712578367042	0.54712578367042	0.54712578367042
DevAdj	~	cohort	1	1	W3__g3_g1	-0.0376583623198167	0.0163972850952773	-2.29662179446175	0.0216403542527446	-0.132174350678915	-0.0660484776094039	-0.132174350678915
DevAdj	~	hgrades_c	1	1		-0.000558345622213194	0.00875518691263322	-0.0637731241816819	0.949150878480978	-0.00195969674527267	-0.00188711247714714	-0.00195969674527267
DevAdj	~	bparented_c	1	1		-0.000406796821885491	0.00840040667395164	-0.048425848613604	0.961376859252256	-0.00142778661839649	-0.00138107769077949	-0.00142778661839649
DevAdj	~	hapcl	1	1		0.0123039173865195	0.0196492698051041	0.626176825325257	0.531198965976341	0.0431846259685715	0.0182457120444346	0.0431846259685715
DevAdj	~	hprecalc13	1	1		-0.0233923976299958	0.0178591063665605	-1.30983024289479	0.19025326970509	-0.0821032773892206	-0.0375621951296385	-0.0821032773892206
DevAdj	~	hchallenge_c	1	1		-0.00521231671698155	0.0064538996106398	-0.807622837576928	0.419307735739749	-0.0182943318604526	-0.0228344449765632	-0.0182943318604526
DevAdj	~	cSFcareer_c	1	1		-0.0102821606096096	0.0103064755277494	-0.997640811538887	0.318453563697537	-0.0360886087028884	-0.0291643721795142	-0.0360886087028884
sbvalued	~~	sbvalued	1	1		0.14928066624905	0.0078622743585512	18.9869571374966	0	0.14928066624905	0.265271934340192	0.265271934340192
sbmyself	~~	sbmyself	1	1		0.183708953570131	0.00867191342514926	21.1843620391044	0	0.183708953570131	0.294473294142094	0.294473294142094
sbcommunity	~~	sbcommunity	1	1		0.111208866640356	0.00684313988522344	16.2511461851732	0	0.111208866640356	0.203119256836065	0.203119256836065
pganalyze	~~	pganalyze	1	1		0.248782613762169	0.00916628271200331	27.1410583307	0	0.248782613762169	0.480652943192352	0.480652943192352
pgthink	~~	pgthink	1	1		0.171103072149338	0.00689435369455457	24.8178552667645	0	0.171103072149338	0.383521753899593	0.383521753899593
pgwork	~~	pgwork	1	1		0.220541165196586	0.00822359301225189	26.8181030928955	0	0.220541165196586	0.472116524057869	0.472116524057869
pgvalues	~~	pgvalues	1	1		0.251412047044757	0.00901060384582596	27.9017978535612	0	0.251412047044757	0.498427937606476	0.498427937606476
pgprobsolve	~~	pgprobsolve	1	1		0.191755307217665	0.00759799153066675	25.2376310823339	0	0.191755307217665	0.40022319774089	0.40022319774089
SEacademic	~~	SEacademic	1	1		0.178866366295091	0.00726240134741981	24.6290941161822	0	0.178866366295091	0.337835749236588	0.337835749236588
SEwellness	~~	SEwellness	1	1		0.182487309953674	0.00770156509635634	23.6948344486513	0	0.182487309953674	0.342302297742846	0.342302297742846
SEnonacad	~~	SEnonacad	1	1		0.263385728253926	0.0098706115169669	26.6838308651074	0	0.263385728253926	0.433546645815057	0.433546645815057
SEactivities	~~	SEactivities	1	1		0.279596369931061	0.0106346452101581	26.2910858242824	0	0.279596369931061	0.428889780897757	0.428889780897757
SEdiverse	~~	SEdiverse	1	1		0.237838482795711	0.00884614787066591	26.8861075208104	0	0.237838482795711	0.391319072543168	0.391319072543168
sameinst	~~	sameinst	1	1		0.114846446757879	0.0134379494508612	8.5464264602155	0	0.114846446757879	0.2675599991475	0.2675599991475
evalexp	~~	evalexp	1	1		0.115581522245679	0.0139481328820084	8.28652287897018	2.22044604925031e-16	0.115581522245679	0.260238252204744	0.260238252204744
MHWdacad	~~	MHWdacad	1	1		0.222410107124065	0.00862400863404975	25.7896433737246	0	0.222410107124065	0.192750452340438	0.192750452340438
MHWdlonely	~~	MHWdlonely	1	1		0.163664454516515	0.00693370168601238	23.6041961318702	0	0.163664454516515	0.150396156068325	0.150396156068325
MHWdmental	~~	MHWdmental	1	1		0.123058787896626	0.00563628760038029	21.8333052927113	0	0.123058787896626	0.114398588728821	0.114398588728821
MHWdexhaust	~~	MHWdexhaust	1	1		0.14285150007109	0.00651583207429137	21.9237540873282	0	0.14285150007109	0.133583324739377	0.133583324739377
MHWdsleep	~~	MHWdsleep	1	1		0.175327840020542	0.00715263612978718	24.5123387851911	0	0.175327840020542	0.1585852091171	0.1585852091171
MHWdfinancial	~~	MHWdfinancial	1	1		0.359536960666785	0.0126015340607686	28.5312057193182	0	0.359536960666785	0.286098566714572	0.286098566714572
QIadmin	~~	QIadmin	1	1		0.242881847528084	0.00964213064532643	25.1896449511197	0	0.242881847528084	0.199820342913269	0.199820342913269
QIstudent	~~	QIstudent	1	1		0.201642950695243	0.00777720872925905	25.9274191698921	0	0.201642950695243	0.174913031954565	0.174913031954565
