lhs	op	rhs	block	group	label	est	se	z	pvalue	std.lv	std.all	std.nox
QualEngag	~	cohort	1	1	W5__g2_g1	-0.0564729038363431	0.0554749843148417	-1.0179886399938	0.308683354740142	-0.059181014028533	-0.0295814870193398	-0.059181014028533
QualEngag	~	hgrades_c	1	1		0.0322263234483103	0.0286243590876286	1.12583563354746	0.260235098240081	0.0337717094486494	0.0328734939976535	0.0337717094486494
QualEngag	~	bparented_c	1	1		0.00366405418353345	0.0288274460968444	0.127102975796893	0.898858896221603	0.00383976079334262	0.003710963996333	0.00383976079334262
QualEngag	~	pell	1	1		-0.067371276997078	0.0553419573106756	-1.21736346654443	0.22346595665402	-0.0706020094280748	-0.0353009894825493	-0.0706020094280748
QualEngag	~	hapcl	1	1		0.152160024340043	0.0666859785135514	2.28173939607293	0.0225047306833548	0.159456729215593	0.0655722809648493	0.159456729215593
QualEngag	~	hprecalc13	1	1		0.0687933141906761	0.0607432890876818	1.13252534105248	0.257413636704446	0.0720922392088438	0.0334645086692115	0.0720922392088438
QualEngag	~	hchallenge_c	1	1		-0.030809257771667	0.0220625671783476	-1.3964493579833	0.162579220542589	-0.0322866895897129	-0.0400190736755881	-0.0322866895897129
QualEngag	~	cSFcareer_c	1	1		0.0153217294704652	0.0332924440007084	0.460216422385187	0.64536088444861	0.0160564700083555	0.0135440286946355	0.0160564700083555
DevAdj	~	x_FASt	1	1	W5__c_g1	-0.0624621258014521	0.061689404445001	-1.01252599799598	0.311286622609896	-0.196002996276209	-0.0978414515890181	-0.196002996276209
DevAdj	~	credit_dose_c	1	1	W5__cc_g1	0.0679920711144222	0.0425757551421809	1.59696688613893	0.110273088765915	0.213355685392667	0.371784045872283	0.213355685392667
DevAdj	~	XZ_c	1	1	W5__cz_g1	-0.0527706115009889	0.0443482026833884	-1.18991544883408	0.234079625792683	-0.165591513846317	-0.214704346456264	-0.165591513846317
DevAdj	~	EmoDiss	1	1	W5__b1_g1	-0.216415028235128	0.0166986256486417	-12.9600502932846	0	-0.659822725869005	-0.659822725869005	-0.659822725869005
DevAdj	~	QualEngag	1	1	W5__b2_g1	0.1701576418062	0.0139052761751803	12.2369120657895	0	0.509512831068346	0.509512831068346	0.509512831068346
DevAdj	~	cohort	1	1	W5__g3_g1	-0.0493695093092297	0.0219079087246606	-2.25350168880596	0.0242275343679801	-0.154919026932481	-0.0774359016904048	-0.154919026932481
DevAdj	~	hgrades_c	1	1		0.0090091923031694	0.0114710009523107	0.785388506253641	0.432225817600383	0.0282703904612979	0.0275184918475593	0.0282703904612979
DevAdj	~	bparented_c	1	1		-0.00297670856697255	0.0112937778012725	-0.263570668677151	0.792110762505986	-0.00934076115216231	-0.00902744472887986	-0.00934076115216231
DevAdj	~	pell	1	1		-0.0207146053277629	0.0217073694583257	-0.954266032442634	0.33994899733721	-0.065001385380743	-0.032500678667147	-0.065001385380743
DevAdj	~	hapcl	1	1		0.0491611499921049	0.0271153251488504	1.81303929501982	0.0698257608566064	0.154265205917994	0.0634374069712567	0.154265205917994
DevAdj	~	hprecalc13	1	1		0.0127363994890339	0.0245155558305607	0.519523178550855	0.603395953695699	0.0399661783775437	0.0185519070772114	0.0399661783775437
DevAdj	~	hchallenge_c	1	1		0.00218064046567611	0.00905918356098481	0.240710484669665	0.80977951228202	0.00684273965366271	0.00848151686724942	0.00684273965366271
DevAdj	~	cSFcareer_c	1	1		0.00736077368497802	0.013369397679028	0.550568833517798	0.581929278704234	0.023097736086549	0.0194835103964037	0.023097736086549
sbvalued	~~	sbvalued	1	1		0.156649235423318	0.0105321589127433	14.8734211780436	0	0.156649235423318	0.272643075880836	0.272643075880836
sbmyself	~~	sbmyself	1	1		0.204593723318912	0.0118764121749755	17.2268964990965	0	0.204593723318912	0.320095033996086	0.320095033996086
sbcommunity	~~	sbcommunity	1	1		0.113959476456012	0.00907003541338726	12.5643915665212	0	0.113959476456012	0.206576906571623	0.206576906571623
pganalyze	~~	pganalyze	1	1		0.250249435412635	0.0117424828288592	21.3114584930543	0	0.250249435412635	0.489415369162072	0.489415369162072
pgthink	~~	pgthink	1	1		0.169163297407996	0.00880929518725428	19.2028185924283	0	0.169163297407996	0.380399420710943	0.380399420710943
pgwork	~~	pgwork	1	1		0.232388000022123	0.010610976823026	21.9007169554679	0	0.232388000022123	0.500444373998772	0.500444373998772
pgvalues	~~	pgvalues	1	1		0.292709834763906	0.0131409850058756	22.2745733773403	0	0.292709834763906	0.536089074373971	0.536089074373971
pgprobsolve	~~	pgprobsolve	1	1		0.19853290533609	0.0102007958150123	19.4624918424416	0	0.19853290533609	0.424146461351026	0.424146461351026
SEacademic	~~	SEacademic	1	1		0.16772670137776	0.00945230764156828	17.7445241667919	0	0.16772670137776	0.302997057665143	0.302997057665143
SEwellness	~~	SEwellness	1	1		0.181808066182822	0.00949447439668043	19.1488289490135	0	0.181808066182822	0.331831754434228	0.331831754434228
SEnonacad	~~	SEnonacad	1	1		0.253205879476115	0.0121356846483519	20.8645731009912	0	0.253205879476115	0.40701022436157	0.40701022436157
SEactivities	~~	SEactivities	1	1		0.292701467418281	0.0138893463492322	21.0738115429357	0	0.292701467418281	0.459857332085797	0.459857332085797
SEdiverse	~~	SEdiverse	1	1		0.237873733633894	0.0106780349981998	22.2769202080716	0	0.237873733633894	0.397719038922898	0.397719038922898
sameinst	~~	sameinst	1	1		0.15030137947882	0.0162249029984213	9.26362268504433	0	0.15030137947882	0.354960318900733	0.354960318900733
evalexp	~~	evalexp	1	1		0.0856944195450481	0.0198912782087487	4.30814041439315	1.64632861685554e-05	0.0856944195450481	0.186843465636763	0.186843465636763
MHWdacad	~~	MHWdacad	1	1		0.226610464460459	0.0117796919238301	19.2373846383902	0	0.226610464460459	0.193577468451323	0.193577468451323
MHWdlonely	~~	MHWdlonely	1	1		0.163106273508881	0.00898425370369802	18.1546825020919	0	0.163106273508881	0.150711420675681	0.150711420675681
MHWdmental	~~	MHWdmental	1	1		0.113054254612491	0.0070886820266218	15.948557741469	0	0.113054254612491	0.106127732393312	0.106127732393312
MHWdexhaust	~~	MHWdexhaust	1	1		0.134588058904231	0.00803830798306851	16.7433319534062	0	0.134588058904231	0.12360243197079	0.12360243197079
MHWdsleep	~~	MHWdsleep	1	1		0.182066652902821	0.00939519837798543	19.3786917080362	0	0.182066652902821	0.163445886401247	0.163445886401247
MHWdfinancial	~~	MHWdfinancial	1	1		0.340863022752947	0.0155758071594634	21.884132184177	0	0.340863022752947	0.27458735221751	0.27458735221751
QIadmin	~~	QIadmin	1	1		0.260326943668805	0.0128345266989302	20.2833302524903	0	0.260326943668805	0.222330383095096	0.222330383095096
QIstudent	~~	QIstudent	1	1		0.216660817496841	0.0103687165710994	20.8956254143099	0	0.216660817496841	0.197113024288912	0.197113024288912
QIadvisor	~~	QIadvisor	1	1		0.191050732230847	0.0097227065091116	19.6499536473516	0	0.191050732230847	0.176124314588535	0.176124314588535
QIfaculty	~~	QIfaculty	1	1		0.152087494089378	0.00838166142800796	18.1452681423239	0	0.152087494089378	0.145796301687077	0.145796301687077
QIstaff	~~	QIstaff	1	1		0.183569998504753	0.0103515236466852	17.7336211334972	0	0.183569998504753	0.165847495566618	0.165847495566618
Belong	~~	Belong	1	1		0.316352085209871	0.0183787568464208	17.212920757014	0	0.75698856149918	0.75698856149918	0.75698856149918
Gains	~~	Gains	1	1		0.23610749003234	0.0173781636898441	13.5864464304892	0	0.904370783379417	0.904370783379417	0.904370783379417
SupportEnv	~~	SupportEnv	1	1		0.319175818543447	0.0178778311119147	17.853162195426	0	0.827240092747992	0.827240092747992	0.827240092747992
Satisf	~~	Satisf	1	1		0.196288075170138	0.0154529737406821	12.7022849105983	0	0.71866140725426	0.71866140725426	0.71866140725426
DevAdj	~~	DevAdj	1	1		0.0269867180711612	0.0070041839878496	3.85294248665883	0.000116706810867173	0.265730846804183	0.265730846804183	0.265730846804183
EmoDiss	~~	EmoDiss	1	1		0.925639951042684	0.043273091668816	21.3906590757815	0	0.980515091024481	0.980515091024481	0.980515091024481
QualEngag	~~	QualEngag	1	1		0.898186150155902	0.0447405417835904	20.075441967163	0	0.986395129245902	0.986395129245902	0.986395129245902
x_FASt	~~	x_FASt	1	1		0.249184115213197	0	NA	NA	0.249184115213197	1	0.249184115213197
x_FASt	~~	credit_dose_c	1	1		0.663546664280829	0	NA	NA	0.663546664280829	0.762824730602414	0.663546664280829
x_FASt	~~	XZ_c	1	1		0.344302397978071	0	NA	NA	0.344302397978071	0.531957713601474	0.344302397978071
x_FASt	~~	cohort	1	1		0.00534834667957257	0	NA	NA	0.00534834667957257	0.0214349154220187	0.00534834667957257
x_FASt	~~	hgrades_c	1	1		-0.0194320019418311	0	NA	NA	-0.0194320019418311	-0.0399912101693641	-0.0194320019418311
x_FASt	~~	bparented_c	1	1		0.0156505330493538	0	NA	NA	0.0156505330493538	0.0324404138571826	0.0156505330493538
x_FASt	~~	pell	1	1		0.00502155901290957	0	NA	NA	0.00502155901290957	0.0201191012847482	0.00502155901290957
x_FASt	~~	hapcl	1	1		-0.00703039857213265	0	NA	NA	-0.00703039857213265	-0.034248561148808	-0.00703039857213265
x_FASt	~~	hprecalc13	1	1		-0.00380145775885857	0	NA	NA	-0.00380145775885857	-0.0164056731246785	-0.00380145775885857
x_FASt	~~	hchallenge_c	1	1		-0.0215593449523986	0	NA	NA	-0.0215593449523986	-0.0348443101699368	-0.0215593449523986
x_FASt	~~	cSFcareer_c	1	1		-0.00369198138689784	0	NA	NA	-0.00369198138689784	-0.00876802002829662	-0.00369198138689784
credit_dose_c	~~	credit_dose_c	1	1		3.03649841011003	0	NA	NA	3.03649841011003	1	3.03649841011003
credit_dose_c	~~	XZ_c	1	1		2.1222521727863	0	NA	NA	2.1222521727863	0.939307301013617	2.1222521727863
credit_dose_c	~~	cohort	1	1		0.014033021226282	0	NA	NA	0.014033021226282	0.0161111690185491	0.014033021226282
credit_dose_c	~~	hgrades_c	1	1		0.133966183164535	0	NA	NA	0.133966183164535	0.0789797642747707	0.133966183164535
credit_dose_c	~~	bparented_c	1	1		0.0264702687073044	0	NA	NA	0.0264702687073044	0.0157177092174526	0.0264702687073044
credit_dose_c	~~	pell	1	1		0.0210579767185811	0	NA	NA	0.0210579767185811	0.02416908979395	0.0210579767185811
credit_dose_c	~~	hapcl	1	1		0.0317805194177144	0	NA	NA	0.0317805194177144	0.0443503470338088	0.0317805194177144
credit_dose_c	~~	hprecalc13	1	1		-0.0132117934523629	0	NA	NA	-0.0132117934523629	-0.0163335019425828	-0.0132117934523629
credit_dose_c	~~	hchallenge_c	1	1		-0.118685591101921	0	NA	NA	-0.118685591101921	-0.0549500326269654	-0.118685591101921
credit_dose_c	~~	cSFcareer_c	1	1		-0.0450597457559669	0	NA	NA	-0.0450597457559669	-0.0306552184399737	-0.0450597457559669
XZ_c	~~	XZ_c	1	1		1.68114634092079	0	NA	NA	1.68114634092079	1	1.68114634092079
XZ_c	~~	cohort	1	1		0.00669975364112246	0	NA	NA	0.00669975364112246	0.0103375702588831	0.00669975364112246
XZ_c	~~	hgrades_c	1	1		0.156161558852007	0	NA	NA	0.156161558852007	0.123731008836079	0.156161558852007
XZ_c	~~	bparented_c	1	1		0.00507692905198222	0	NA	NA	0.00507692905198222	0.00405149925615051	0.00507692905198222
XZ_c	~~	pell	1	1		0.0179837722077408	0	NA	NA	0.0179837722077408	0.0277401123788478	0.0179837722077408
XZ_c	~~	hapcl	1	1		0.0420768257813768	0	NA	NA	0.0420768257813768	0.078915583213729	0.0420768257813768
XZ_c	~~	hprecalc13	1	1		-0.00739876087257263	0	NA	NA	-0.00739876087257263	-0.0122930682670561	-0.00739876087257263
XZ_c	~~	hchallenge_c	1	1		-0.0955690253879618	0	NA	NA	-0.0955690253879618	-0.0594662953905366	-0.0955690253879618
XZ_c	~~	cSFcareer_c	1	1		-0.039903200572011	0	NA	NA	-0.039903200572011	-0.0364843974816145	-0.039903200572011
cohort	~~	cohort	1	1		0.249847609570328	0	NA	NA	0.249847609570328	1	0.249847609570328
cohort	~~	hgrades_c	1	1		-0.0190315458780562	0	NA	NA	-0.0190315458780562	-0.0391150279640054	-0.0190315458780562
cohort	~~	bparented_c	1	1		0.0235538365063555	0	NA	NA	0.0235538365063555	0.0487575063315393	0.0235538365063555
cohort	~~	pell	1	1		-0.0161197883887108	0	NA	NA	-0.0161197883887108	-0.0644988423851895	-0.0161197883887108
cohort	~~	hapcl	1	1		0.00336833443704704	0	NA	NA	0.00336833443704704	0.0163870268992059	0.00336833443704704
cohort	~~	hprecalc13	1	1		-0.00460341123911573	0	NA	NA	-0.00460341123911573	-0.0198402087098257	-0.00460341123911573
cohort	~~	hchallenge_c	1	1		0.0106862141465378	0	NA	NA	0.0106862141465378	0.017248159524267	0.0106862141465378
cohort	~~	cSFcareer_c	1	1		0.0212598461751198	0	NA	NA	0.0212598461751198	0.0504225407652951	0.0212598461751198
hgrades_c	~~	hgrades_c	1	1		0.947514017522277	0	NA	NA	0.947514017522277	1	0.947514017522277
hgrades_c	~~	bparented_c	1	1		0.0243714885327633	0	NA	NA	0.0243714885327633	0.0259063758797957	0.0243714885327633
hgrades_c	~~	pell	1	1		0.00883254530977964	0	NA	NA	0.00883254530977964	0.0181477686929105	0.00883254530977964
hgrades_c	~~	hapcl	1	1		-0.00704385975304733	0	NA	NA	-0.00704385975304733	-0.0175970731358301	-0.00704385975304733
hgrades_c	~~	hprecalc13	1	1		-0.00838340237519933	0	NA	NA	-0.00838340237519933	-0.0185537436392333	-0.00838340237519933
hgrades_c	~~	hchallenge_c	1	1		-0.011306019990949	0	NA	NA	-0.011306019990949	-0.00937072976469092	-0.011306019990949
hgrades_c	~~	cSFcareer_c	1	1		-0.0236610218388498	0	NA	NA	-0.0236610218388498	-0.0288166095304726	-0.0236610218388498
bparented_c	~~	bparented_c	1	1		0.93403928350562	0	NA	NA	0.93403928350562	1	0.93403928350562
bparented_c	~~	pell	1	1		-0.0188712945808727	0	NA	NA	-0.0188712945808727	-0.0390525418128899	-0.0188712945808727
bparented_c	~~	hapcl	1	1		-0.0136816974062922	0	NA	NA	-0.0136816974062922	-0.0344254773143603	-0.0136816974062922
bparented_c	~~	hprecalc13	1	1		0.0103145969438987	0	NA	NA	0.0103145969438987	0.0229918412979972	0.0103145969438987
bparented_c	~~	hchallenge_c	1	1		-0.0491416973716682	0	NA	NA	-0.0491416973716682	-0.041022683716528	-0.0491416973716682
bparented_c	~~	cSFcareer_c	1	1		-0.0345990331234179	0	NA	NA	-0.0345990331234179	-0.0424408036218499	-0.0345990331234179
pell	~~	pell	1	1		0.249999784262729	0	NA	NA	0.249999784262729	1	0.249999784262729
pell	~~	hapcl	1	1		0.00380596803492633	0	NA	NA	0.00380596803492633	0.0185104884952937	0.00380596803492633
pell	~~	hprecalc13	1	1		-0.0097131947122337	0	NA	NA	-0.0097131947122337	-0.0418500845619274	-0.0097131947122337
pell	~~	hchallenge_c	1	1		-0.0062411702729431	0	NA	NA	-0.0062411702729431	-0.0100705386565235	-0.0062411702729431
pell	~~	cSFcareer_c	1	1		0.016108698006842	0	NA	NA	0.016108698006842	0.0381937965213284	0.016108698006842
hapcl	~~	hapcl	1	1		0.169104388773098	0	NA	NA	0.169104388773098	1	0.169104388773098
hapcl	~~	hprecalc13	1	1		-0.00577685437226477	0	NA	NA	-0.00577685437226477	-0.0302634225842001	-0.00577685437226477
hapcl	~~	hchallenge_c	1	1		0.00387664210418936	0	NA	NA	0.00387664210418936	0.00760562231936579	0.00387664210418936
hapcl	~~	cSFcareer_c	1	1		-0.0115075677911078	0	NA	NA	-0.0115075677911078	-0.0331747997244791	-0.0115075677911078
hprecalc13	~~	hprecalc13	1	1		0.215472512574761	0	NA	NA	0.215472512574761	1	0.215472512574761
hprecalc13	~~	hchallenge_c	1	1		0.0153450574131974	0	NA	NA	0.0153450574131974	0.0266703715695463	0.0153450574131974
hprecalc13	~~	cSFcareer_c	1	1		-0.0164664346033912	0	NA	NA	-0.0164664346033912	-0.0420538579066849	-0.0164664346033912
hchallenge_c	~~	hchallenge_c	1	1		1.53633889955255	0	NA	NA	1.53633889955255	1	1.53633889955255
hchallenge_c	~~	cSFcareer_c	1	1		0.00278161801105806	0	NA	NA	0.00278161801105806	0.00266045662975648	0.00278161801105806
cSFcareer_c	~~	cSFcareer_c	1	1		0.71153388250226	0	NA	NA	0.71153388250226	1	0.71153388250226
sbvalued	~1		1	1		2.6559214963651	0.0832529687314603	31.9018232843084	0	2.6559214963651	3.50387279107906	3.50387279107906
sbmyself	~1		1	1		2.64577655307437	0.0845708671560168	31.284727732464	0	2.64577655307437	3.30937878629937	3.30937878629937
sbcommunity	~1		1	1		2.63929066358166	0.0848387809323787	31.1094835943638	0	2.63929066358166	3.55347188470371	3.55347188470371
pganalyze	~1		1	1		2.83523247018363	0.0452164332361189	62.7035851186697	0	2.83523247018363	3.96497928312466	3.96497928312466
pgthink	~1		1	1		2.81474142938473	0.0455638372746092	61.7757765312991	0	2.81474142938473	4.22090286447512	4.22090286447512
pgwork	~1		1	1		2.84477202183648	0.0426223730500119	66.7436329389381	0	2.84477202183648	4.1746351405123	4.1746351405123
pgvalues	~1		1	1		2.82031326085561	0.0452819139569498	62.2834375670809	0	2.82031326085561	3.81678037302489	3.81678037302489
pgprobsolve	~1		1	1		2.83189012790269	0.0457037545133172	61.9618707053385	0	2.83189012790269	4.13921585094277	4.13921585094277
SEacademic	~1		1	1		2.62090422482573	0.0677403874566667	38.6904227039197	0	2.62090422482573	3.52264804035721	3.52264804035721
SEwellness	~1		1	1		2.63113858920765	0.0661146925997452	39.7965790317808	0	2.63113858920765	3.55464407934608	3.55464407934608
SEnonacad	~1		1	1		2.59067546724108	0.0666018876574437	38.8979285476983	0	2.59067546724108	3.28457194574342	3.28457194574342
SEactivities	~1		1	1		2.59878375901431	0.064238515371317	40.4552275841462	0	2.59878375901431	3.25738619765353	3.25738619765353
SEdiverse	~1		1	1		2.62579315147849	0.0655684415295763	40.0466000140337	0	2.62579315147849	3.3952789215344	3.3952789215344
sameinst	~1		1	1		2.80731269519042	0.0725210198615768	38.7103311639691	0	2.80731269519042	4.31418941837399	4.31418941837399
evalexp	~1		1	1		2.84888199800403	0.0840180162110793	33.9079893394145	0	2.84888199800403	4.20665743676273	4.20665743676273
MHWdacad	~1		1	1		3.6919697018644	0.162160968664507	22.7673140600354	0	3.6919697018644	3.41228699428557	3.41228699428557
MHWdlonely	~1		1	1		3.68038797785219	0.160717097998452	22.8997911466	0	3.68038797785219	3.53778431800444	3.53778431800444
MHWdmental	~1		1	1		3.68938268723068	0.163018343140944	22.6317027651353	0	3.68938268723068	3.57457729444851	3.57457729444851
MHWdexhaust	~1		1	1		3.66890351308525	0.162888560251498	22.5240097120419	0	3.66890351308525	3.51598111520741	3.51598111520741
MHWdsleep	~1		1	1		3.67672178662557	0.161047449264892	22.8300529030924	0	3.67672178662557	3.48363433054813	3.48363433054813
MHWdfinancial	~1		1	1		3.68534634906259	0.159648354836176	23.0841486142737	0	3.68534634906259	3.30771915523501	3.30771915523501
QIadmin	~1		1	1		4.66564872216918	0.163747611215273	28.4929269351932	0	4.66564872216918	4.3117332597013	4.3117332597013
QIstudent	~1		1	1		4.6947719765784	0.161462282601637	29.0765861904816	0	4.6947719765784	4.47797820543916	4.47797820543916
QIadvisor	~1		1	1		4.67577025225521	0.162140945483327	28.8376895688943	0	4.67577025225521	4.48940171717229	4.48940171717229
QIfaculty	~1		1	1		4.68222288235747	0.162284123593006	28.852008309205	0	4.68222288235747	4.58435863083308	4.58435863083308
QIstaff	~1		1	1		4.68522413536034	0.165425552963533	28.3222516196948	0	4.68522413536034	4.45332077276335	4.45332077276335
x_FASt	~1		1	1		0.471436302991327	0	NA	NA	0.471436302991327	0.944414932924505	0.471436302991327
credit_dose_c	~1		1	1		-0.0257812582735465	0	NA	NA	-0.0257812582735465	-0.014795088950986	-0.0257812582735465
XZ_c	~1		1	1		0.651392443193883	0	NA	NA	0.651392443193883	0.502388808409609	0.651392443193883
cohort	~1		1	1		0.512344651865169	0	NA	NA	0.512344651865169	1.02500175226665	0.512344651865169
hgrades_c	~1		1	1		-0.011688936642598	0	NA	NA	-0.011688936642598	-0.0120083180718687	-0.011688936642598
bparented_c	~1		1	1		0.0616877407144948	0	NA	NA	0.0616877407144948	0.0638287432751872	0.0616877407144948
pell	~1		1	1		1.49953552473461	0	NA	NA	1.49953552473461	2.99907234349286	1.49953552473461
hapcl	~1		1	1		0.215578462090329	0	NA	NA	0.215578462090329	0.524237314127885	0.215578462090329
hprecalc13	~1		1	1		0.314184264861021	0	NA	NA	0.314184264861021	0.676843858725303	0.314184264861021
hchallenge_c	~1		1	1		-0.0115118934784318	0	NA	NA	-0.0115118934784318	-0.0092875945690541	-0.0115118934784318
cSFcareer_c	~1		1	1		0.00601264567418354	0	NA	NA	0.00601264567418354	0.00712800209708906	0.00601264567418354
Belong	~1		1	1		0	0	NA	NA	0	0	0
Gains	~1		1	1		0	0	NA	NA	0	0	0
SupportEnv	~1		1	1		0	0	NA	NA	0	0	0
Satisf	~1		1	1		0	0	NA	NA	0	0	0
DevAdj	~1		1	1		0	0	NA	NA	0	0	0
EmoDiss	~1		1	1		0	0	NA	NA	0	0	0
QualEngag	~1		1	1		0	0	NA	NA	0	0	0
Belong	=~	sbvalued	2	2		1	0	NA	NA	0.644298626593515	0.860567442191568	0.860567442191568
Belong	=~	sbmyself	2	2		0.963991156878874	0.0208310262184869	46.2767002819747	0	0.621098178425352	0.816373253039131	0.816373253039131
Belong	=~	sbcommunity	2	2		1.01728343630103	0.0200743909984347	50.6756810894213	0	0.655434320865082	0.885285896744363	0.885285896744363
Gains	=~	pganalyze	2	2		1	0	NA	NA	0.516076832590752	0.712203734379549	0.712203734379549
Gains	=~	pgthink	2	2		1.01193804706716	0.0307362838441627	32.9232399140322	0	0.522237782108491	0.7833979880537	0.7833979880537
Gains	=~	pgwork	2	2		0.983838842105156	0.0304471462610736	32.3130067320294	0	0.507736433413381	0.742362415557514	0.742362415557514
Gains	=~	pgvalues	2	2		0.965022135531927	0.0295473667768274	32.6601738429276	0	0.49802556708528	0.699835566018159	0.699835566018159
Gains	=~	pgprobsolve	2	2		1.02606323610841	0.0300802095416479	34.1109071959009	0	0.529527464928643	0.76690457836567	0.76690457836567
SupportEnv	=~	SEacademic	2	2		1	0	NA	NA	0.561535049725294	0.799469228718353	0.799469228718353
SupportEnv	=~	SEwellness	2	2		0.990327952103285	0.0256735854473362	38.5738078592384	0	0.556103855828667	0.783151938791867	0.783151938791867
SupportEnv	=~	SEnonacad	2	2		0.977714079784134	0.0265531831599692	36.8209744908515	0	0.549020724408704	0.731258870334153	0.731258870334153
SupportEnv	=~	SEactivities	2	2		1.06679436955086	0.0280848709583824	37.9846633844853	0	0.599042429352408	0.745247723461501	0.745247723461501
SupportEnv	=~	SEdiverse	2	2		1.01369709217085	0.0278104418263241	36.4502332793337	0	0.569226447058546	0.754739298303568	0.754739298303568
Satisf	=~	sameinst	2	2		1	0	NA	NA	0.549762784105864	0.863075014394402	0.863075014394402
Satisf	=~	evalexp	2	2		0.996276200609402	0.0454341512843855	21.927914849194	0	0.547715577785437	0.840747107639208	0.840747107639208
DevAdj	=~	Belong	2	2		1	0	NA	NA	0.297487397566194	0.297487397566194	0.297487397566194
DevAdj	=~	Gains	2	2		0.525920961538572	0.0831511006468663	6.32488274294891	2.53425058716061e-10	0.195326827091042	0.195326827091042	0.195326827091042
DevAdj	=~	SupportEnv	2	2		0.942600668938405	0.0998728913346989	9.43800320929446	0	0.321741181713576	0.321741181713576	0.321741181713576
DevAdj	=~	Satisf	2	2		1.18534492719334	0.122481439642222	9.67775142630441	0	0.41326172706526	0.41326172706526	0.41326172706526
EmoDiss	=~	MHWdacad	2	2		1	0	NA	NA	0.997430363755755	0.901860319530961	0.901860319530961
EmoDiss	=~	MHWdlonely	2	2		0.992955493086202	0.0141215256695685	70.3150294324072	0	0.990403958662245	0.923655908971165	0.923655908971165
EmoDiss	=~	MHWdmental	2	2		0.994257111631353	0.0137362651123502	72.3819104756082	0	0.991702232521207	0.936303342046848	0.936303342046848
EmoDiss	=~	MHWdexhaust	2	2		1.00169745146248	0.0140538373729911	71.2757252611699	0	0.999123453385431	0.932629951111037	0.932629951111037
EmoDiss	=~	MHWdsleep	2	2		0.989690080518183	0.0143562043385174	68.9381438980263	0	0.987146937016714	0.916428192900934	0.916428192900934
EmoDiss	=~	MHWdfinancial	2	2		1.0026048307962	0.0153155387288763	65.4632428244828	0	1.00002850108433	0.872683375783804	0.872683375783804
QualEngag	=~	QIadmin	2	2		1	0	NA	NA	1.007687952909	0.901418466382089	0.901418466382089
QualEngag	=~	QIstudent	2	2		0.995645287800734	0.014172419458462	70.252315825034	0	1.00329976188741	0.910762710767153	0.910762710767153
QualEngag	=~	QIadvisor	2	2		0.991361014266472	0.0137410855266	72.1457567779049	0	0.998982551059969	0.919427121450633	0.919427121450633
QualEngag	=~	QIfaculty	2	2		0.984640659630449	0.0137471121289971	71.6252730312372	0	0.992210530653974	0.927920245071138	0.927920245071138
QualEngag	=~	QIstaff	2	2		0.980379847882651	0.0136670844549069	71.7329179546167	0	0.987916961986104	0.913822852034049	0.913822852034049
EmoDiss	~	x_FASt	2	2	W5__a1_g2	0.24968894602039	0.113935265926828	2.19149833889663	0.0284157498145978	0.250332208737063	0.125149245376006	0.250332208737063
EmoDiss	~	credit_dose_c	2	2	W5__a1c_g2	-0.0355980132408824	0.0794782016228602	-0.44789656174912	0.654227849900274	-0.0356897228462552	-0.0690276371835074	-0.0356897228462552
EmoDiss	~	XZ_c	2	2	W5__a1z_g2	0.077448512498646	0.0820294267984357	0.944155232109009	0.345090328391489	0.0776480397157943	0.115975667487436	0.0776480397157943
EmoDiss	~	cohort	2	2	W5__g1_g2	0.0307673270977823	0.0429682560290585	0.716047844180016	0.473961806913555	0.0308465916176143	0.015423288149919	0.0308465916176143
EmoDiss	~	hgrades_c	2	2		-0.022221458742178	0.023152256226248	-0.959796683529497	0.337157551798404	-0.0222787069149415	-0.020939813599491	-0.0222787069149415
EmoDiss	~	bparented_c	2	2		-0.00993910518406834	0.0210766260737019	-0.471570029724527	0.637233723028276	-0.00996471086627373	-0.00986236067389641	-0.00996471086627373
EmoDiss	~	pell	2	2		0.05638769996185	0.043948713737744	1.283034136069	0.199480116925403	0.0565329691283169	0.0277940110646523	0.0565329691283169
EmoDiss	~	hapcl	2	2		-0.0205758578408353	0.049414979524522	-0.416389079562901	0.677125318146403	-0.0206288665239329	-0.00930180677614525	-0.0206288665239329
EmoDiss	~	hprecalc13	2	2		0.0252727974719065	0.0456904599534208	0.553130730083937	0.580173895476119	0.0253379066752526	0.0120762678998968	0.0253379066752526
EmoDiss	~	hchallenge_c	2	2		-0.00296917418032274	0.0175214887085777	-0.169459012855978	0.865435609057154	-0.00297682353396834	-0.00366510947966523	-0.00297682353396834
EmoDiss	~	cSFcareer_c	2	2		0.0269590013922998	0.0258810329493007	1.04165090493531	0.297573558537458	0.0270284546890948	0.0220301812285132	0.0270284546890948
QualEngag	~	x_FASt	2	2	W5__a2_g2	-0.238370320674853	0.116568952888069	-2.04488686540523	0.0408660131297853	-0.236551722174235	-0.118259930161823	-0.236551722174235
QualEngag	~	credit_dose_c	2	2	W5__a2c_g2	0.098900747488238	0.0800969399921332	1.23476311951432	0.216918676906449	0.0981462040929743	0.189824969957119	0.0981462040929743
QualEngag	~	XZ_c	2	2	W5__a2z_g2	-0.139491731675344	0.0824033464933268	-1.69279207230547	0.0904950522195458	-0.138427507516249	-0.206756315311763	-0.138427507516249
